N,P,K,temperature,humidity,ph,rainfall,label,ndvi,elevation,slope
77,66,39,25.67,90.24,6.61,122.88,rice,0.59,48.09,2.48
87,33,41,30.87,86.23,5.633,181.26,rubber,0.758,353.51,5.05
50,30,52,26.82,83.39,6.24,145.51,pomelo,0.472,153.76,10.19
87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,maize,0.709,135.92,7.29
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,0.788,39.86,0.95
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,0.473,27.77,1.91
27,71,24,31.46417866,48.17631461,7.064973419,165.40535400000005,pigeonpeas,0.483,59.06,11.48
46,45,38,29.92,69.17,6.996,64.12,maize,0.621,151.94,3.54
77,42,55,27.49,81.62,6.652,254.57,durian,0.621,266.22,7.77
109,57,52,30.25,79.76,5.614,112.42,banana,0.726,56.19,2.66
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize,0.411,210.3,3.46
62,62,57,30.8,70.08,6.501,118.52,papaya,0.72,124.5,4.76
77,51,36,27.3,68.83,6.099,123.11,mango,0.399,122.83,7.86
86,29,53,27.24,72.56,7.044,172.8,cassava,0.441,83.71,5.57
25,45,55,27.02,66.44,5.995,120.33,mango,0.5,88.29,9.92
88,43,57,27.57,79.08,6.288,170.76,cacao,0.869,372.05,13.03
66,25,49,30.78,88.75,6.096,237.65,rubber,0.641,268.09,14.25
85,34,36,31.94,64.26,5.579,175.56,sweet potato,0.693,27.18,1.59
91,28,30,25.19,79.75,6.539,126.68,cassava,0.651,238.27,5.08
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,mungbean,0.566,219.09,0.63
66,38,50,32.37,74.34,6.2,75.17,mango,0.506,220.82,1.1
109,91,53,29.66727337,83.51014178,6.010095852999999,110.2511102,banana,0.783,164.47,3.85
102,52,58,28.66,81.23,6.555,224.02,cacao,0.615,255.62,15.19
76,31,53,24.09,64.76,5.987,146.5,sweet potato,0.676,237.33,7.75
120,70,68,30.38,79.82,6.08,162.82,banana,0.8,92.62,5.16
63,55,45,24.84,77.64,6.336,75.83,maize,0.547,130.61,6.75
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice,0.56,19.54,1.83
69,45,70,25.36,76.37,6.91,188.97,durian,0.742,349.83,4.42
62,45,47,25.71,87.67,4.81,220.45,rubber,0.663,278.15,6.01
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,0.493,7.69,2.35
7,15,32,25.03512351,95.89739958,6.182232762000001,174.796583,coconut,0.782,104.23,4.48
81,49,45,29.05,86.53,6.934,97.19,papaya,0.586,133.7,9.38
41,27,55,31.53,64.32,5.91,144.58,cassava,0.646,118.05,8.72
34,47,19,27.31372793,85.44815232,6.568795403999999,53.15223123,mungbean,0.536,24.01,9.92
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,papaya,0.452,2.64,7.56
111,32,67,28.82,83.46,6.069,160.83,durian,0.816,204.86,3.0
64,64,49,29.88,62.61,6.447,42.42,watermelon,0.425,104.37,7.63
113,41,30,27.99,56.43,5.565,135.74,maize,0.614,200.53,1.26
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas,0.52,164.29,0.43
68,33,37,33.9,75.77,6.801,126.24,mango,0.61,14.6,2.62
94,50,47,29.92,85.43,6.346,183.87,cacao,0.667,346.71,14.74
91,47,55,29.52,68.07,6.481,134.64,maize,0.672,210.93,3.05
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon,0.584,109.69,5.7
20,77,23,34.87248659,38.83786012,5.180271502,148.25027859999997,pigeonpeas,0.507,160.14,9.89
76,26,29,28.69,66.85,6.481,157.27,cassava,0.409,191.87,8.99
62,69,37,29.4,79.33,6.038,100.86,rice,0.769,56.1,1.65
58,55,47,26.05375792,93.69111672,6.7424900270000006,240.6863901,papaya,0.599,10.28,8.96
82,39,57,27.54,85.19,6.044,211.82,cacao,0.615,282.45,9.07
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango,0.584,172.51,5.09
35,27,51,29.94,76.51,6.11,116.2,sweet potato,0.712,239.17,4.22
91,36,42,28.69,70.18,6.588,147.1,cassava,0.357,125.5,7.06
118,36,42,25.66,63.86,6.849,60.01,maize,0.717,106.13,1.04
4,36,22,27.60887393,86.13316408,7.012740397000001,43.80041104,mungbean,0.517,160.58,3.14
66,51,38,26.13,85.89,6.504,152.18,papaya,0.595,126.2,3.86
27,62,24,28.63005477,66.770943,7.353876754,62.2737345,blackgram,0.524,170.38,8.39
57,38,50,31.1,76.63,5.957,129.08,coconut,0.664,77.12,6.8
105,39,47,25.49,76.01,6.496,114.17,maize,0.629,232.4,9.39
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean,0.638,52.8,7.78
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,mungbean,0.363,198.92,5.36
56,37,51,29.05,71.28,7.186,86.75,mango,0.555,165.5,6.62
92,39,61,25.38,77.02,6.141,149.15,sweet potato,0.622,154.48,11.4
77,44,52,30.38,86.25,6.972,227.02,durian,0.696,74.88,10.17
91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,watermelon,0.518,71.88,0.94
68,45,39,24.32,82.13,5.606,242.36,abaca,0.604,332.58,6.53
52,49,54,33.25,60.69,6.956,64.67,watermelon,0.394,135.21,0.38
110,42,40,24.87,85.66,5.71,267.6,abaca,0.734,230.73,10.82
20,77,23,34.87248659,38.83786012,5.180271502,148.25027859999997,pigeonpeas,0.366,187.72,7.82
72,39,60,29.71,61.66,6.047,149.49,maize,0.642,23.85,5.14
40,43,41,27.99,87.76,4.985,272.93,rubber,0.631,64.68,4.97
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,blackgram,0.373,136.46,0.66
81,34,59,30.45,80.59,6.298,217.06,coconut,0.559,68.55,5.96
79,43,56,28.52,85.59,5.698,242.1,rice,0.706,61.49,4.11
69,51,60,32.0,70.09,6.264,114.09,maize,0.6,17.94,8.19
72,54,52,29.15,75.17,6.417,145.83,mango,0.68,19.63,6.99
38,37,45,26.15,88.4,4.833,254.95,rubber,0.695,319.06,11.42
83,34,42,24.88,64.68,6.392,124.49,sweet potato,0.363,162.49,5.43
51,35,66,28.15,78.47,6.618,215.62,coconut,0.576,96.66,2.71
92,42,38,24.81,63.66,5.685,122.82,maize,0.656,231.42,5.26
27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,pigeonpeas,0.534,100.38,1.2
46,27,63,29.26,72.07,6.326,131.9,coconut,0.68,53.62,6.22
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean,0.621,62.53,3.31
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon,0.356,0.71,2.97
79,29,54,28.59,75.3,5.284,224.16,rubber,0.686,259.95,11.59
56,55,56,26.49,61.92,6.659,124.85,watermelon,0.536,117.44,2.93
116,81,55,26.42313317,83.69950440000002,5.915546415,95.12322062,banana,0.887,122.0,4.62
58,32,45,26.53,61.21,6.378,35.74,maize,0.353,54.77,0.44
120,60,53,28.87,81.06,5.752,198.82,banana,0.803,151.63,6.87
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice,0.568,38.81,1.7
87,39,65,27.79,88.68,4.817,202.18,rubber,0.611,357.85,7.12
5,45,21,28.36291385,88.00989267,6.487124217000001,43.05130077,mungbean,0.437,185.7,0.34
105,41,67,27.26,82.76,6.739,208.38,durian,0.721,86.2,4.74
86,22,46,30.01,71.84,6.824,91.62,cassava,0.544,71.8,11.28
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon,0.354,9.99,1.26
45,37,41,30.57,81.47,6.641,69.85,maize,0.62,74.18,8.62
17,67,18,31.2192752,56.46868874,5.611510977000001,129.20286529999998,pigeonpeas,0.516,323.4,1.38
63,46,55,24.41,94.47,6.164,123.16,rice,0.485,16.46,4.67
104,17,46,25.7131428,80.22972777,6.190015912000001,43.08961827,watermelon,0.509,39.59,3.45
91,40,41,30.15,95.01,6.201,190.41,rice,0.512,89.21,1.16
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,0.455,91.68,2.12
90,32,54,24.2,81.99,6.278,97.49,sweet potato,0.391,115.05,13.16
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut,0.64,5.8,2.35
113,55,48,28.88,75.59,5.882,105.56,banana,0.885,170.32,4.88
48,35,45,30.6,77.24,5.963,176.06,durian,0.775,340.59,7.06
108,25,44,29.17,85.93,4.873,225.64,rubber,0.617,222.48,8.94
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize,0.599,165.02,5.66
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas,0.504,248.12,2.83
43,52,41,32.51,69.46,6.948,122.48,mango,0.617,66.19,4.9
45,43,61,27.5,84.12,6.072,174.34,durian,0.597,142.76,12.01
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize,0.5,232.55,2.95
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,banana,0.859,104.36,8.33
50,42,52,25.9,77.02,4.959,197.41,rubber,0.652,417.05,3.25
66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,maize,0.617,68.06,6.58
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,blackgram,0.372,181.52,8.57
91,46,65,27.16,81.89,5.644,213.13,cacao,0.671,459.15,3.42
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango,0.478,176.7,6.17
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize,0.665,234.6,10.91
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas,0.337,71.86,3.06
45,49,46,27.91,85.81,6.553,260.71,abaca,0.676,379.69,6.57
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize,0.65,177.8,7.4
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize,0.494,21.38,6.04
62,39,47,26.43,86.0,6.842,219.41,durian,0.687,241.8,8.89
101,92,45,28.22776705,80.64303840000002,5.758054257,98.00403016,banana,0.743,146.71,9.19
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram,0.398,29.85,4.18
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango,0.745,163.29,10.26
94,40,49,28.76,75.13,4.909,212.95,rubber,0.649,405.6,2.88
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram,0.617,150.37,5.64
82,40,48,31.36,62.11,6.254,147.92,mango,0.415,16.1,3.23
51,45,47,27.82,81.76,6.428,312.3,abaca,0.771,202.7,10.51
38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,blackgram,0.625,12.21,7.09
108,45,54,28.1,90.66,5.839,219.79,abaca,0.661,219.51,8.9
55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,blackgram,0.365,79.9,8.87
106,42,46,26.14,87.31,5.995,181.28,rubber,0.615,336.08,3.2
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas,0.595,138.26,11.96
41,27,55,31.53,64.32,5.91,144.58,cassava,0.646,118.05,8.72
37,41,68,28.92,75.83,6.695,135.48,coconut,0.609,32.96,7.1
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,mungbean,0.487,62.02,7.31
50,42,52,25.9,77.02,4.959,197.41,rubber,0.652,417.05,3.25
100,37,57,27.33,80.02,6.366,205.61,pomelo,0.578,87.46,11.98
95,40,54,26.57,84.67,5.101,230.36,rubber,0.586,106.39,12.86
6,13,29,27.31155708,99.96906006,5.832608027999999,201.8258633,coconut,0.733,4.64,2.52
19,57,23,23.6734328,47.2879691,7.342409555,141.12507219999995,pigeonpeas,0.376,111.59,3.59
18,19,29,27.59376845,92.48519606,6.206077742000001,162.8432736,coconut,0.735,95.11,2.47
43,50,48,28.28222883,91.37059792,6.63016515,179.27208069999998,papaya,0.77,72.02,0.98
111,35,56,24.08,89.34,6.136,201.03,cacao,0.859,60.98,10.14
115,50,41,26.73,88.21,5.828,252.92,abaca,0.711,106.28,15.27
89,31,59,28.68,77.16,7.137,230.36,coconut,0.565,25.09,6.79
70,60,35,25.73,71.61,7.176,121.09,papaya,0.724,89.36,8.64
46,35,50,28.9,87.63,6.599,173.86,cacao,0.871,481.83,7.0
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize,0.457,84.23,0.64
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean,0.382,235.44,5.81
83,45,66,27.02,83.49,6.691,155.59,durian,0.614,110.51,8.12
27,74,20,24.69487673,59.96669215,5.8598134160000015,91.95792434,pigeonpeas,0.337,14.57,9.73
81,35,38,26.29,86.34,5.641,269.45,abaca,0.603,240.96,7.39
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,blackgram,0.393,191.82,0.36
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize,0.564,123.36,6.8
112,37,51,25.48,81.09,6.402,198.67,abaca,0.819,382.36,3.2
81,35,38,26.29,86.34,5.641,269.45,abaca,0.603,240.96,7.39
67,42,62,25.66,83.99,5.963,157.33,durian,0.833,335.81,1.79
88,66,59,29.14,74.99,5.532,124.41,banana,0.764,151.97,1.02
85,40,61,28.18,88.81,6.498,111.57,rice,0.788,37.69,1.92
107,48,46,24.69,80.01,6.684,183.45,abaca,0.639,234.02,8.35
52,34,48,26.07,75.1,5.925,165.76,cassava,0.371,53.87,11.98
90,49,53,26.67,78.56,5.518,270.57,cacao,0.636,250.6,13.41
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean,0.591,236.12,3.72
99,46,38,28.16,89.65,6.64,188.35,abaca,0.774,131.8,9.24
83,30,36,25.85,81.32,5.899,85.99,cassava,0.687,137.24,9.56
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean,0.398,98.37,8.92
94,49,47,26.38,88.04,6.083,221.72,abaca,0.755,137.3,8.59
16,80,20,31.24021696,56.67369054,7.3393209289999986,122.0146733,pigeonpeas,0.517,247.81,1.74
102,63,44,29.67,92.58,6.801,244.38,rice,0.639,45.14,3.99
29,22,39,32.11,65.94,6.836,160.64,cassava,0.407,110.63,5.93
95,43,45,28.28,73.59,6.493,286.65,rubber,0.586,393.46,16.71
47,32,52,27.45,83.33,5.71,148.74,sweet potato,0.424,237.02,10.97
62,46,58,28.34,82.99,5.782,163.47,rice,0.581,52.53,0.39
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas,0.468,24.48,6.76
95,35,37,28.08,95.32,6.062,131.43,rice,0.771,20.12,4.82
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean,0.401,232.19,9.71
39,50,45,31.4,80.22,6.028,160.78,papaya,0.704,85.01,9.25
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut,0.654,41.35,2.76
65,31,56,30.28,78.36,6.122,188.24,durian,0.757,203.15,12.75
40,62,59,24.22,67.11,5.876,87.33,watermelon,0.551,18.28,5.56
73,50,37,26.98,78.02,7.017,133.71,mango,0.668,89.14,9.21
57,43,46,31.94,70.12,5.958,155.04,papaya,0.604,159.32,8.61
89,42,50,25.28,87.86,6.32,238.18,rubber,0.621,276.06,12.06
86,32,59,27.73,64.21,6.004,127.92,sweet potato,0.522,139.99,3.6
102,57,64,26.28,91.13,6.456,239.7,rice,0.625,10.76,3.57
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize,0.417,133.38,8.9
45,48,45,28.82,70.9,6.14,85.81,watermelon,0.54,67.31,6.9
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean,0.524,34.62,8.82
113,37,54,29.73,56.53,5.938,43.04,maize,0.592,171.65,1.37
105,41,67,27.26,82.76,6.739,208.38,durian,0.721,86.2,4.74
89,68,37,28.87,84.12,6.587,91.76,rice,0.567,48.55,3.95
54,30,73,31.94,70.63,6.717,173.13,coconut,0.801,29.52,4.26
56,37,48,26.69,72.47,6.056,178.55,papaya,0.711,21.13,9.82
7,21,35,25.76011662,94.65830608,5.764812076,131.24514140000002,coconut,0.496,113.47,1.49
72,32,49,29.01,82.03,5.911,140.51,sweet potato,0.705,51.72,10.08
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean,0.556,168.24,9.93
47,46,52,23.19451074,91.40301608,6.502289472999999,206.3999208,papaya,0.512,10.79,8.09
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,papaya,0.799,31.04,1.38
57,40,54,27.92,87.54,5.562,217.26,rubber,0.878,278.49,9.56
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,blackgram,0.588,99.96,3.11
76,37,61,30.46,86.9,5.078,283.25,rubber,0.662,82.35,12.51
52,33,55,30.62,82.97,6.36,233.66,coconut,0.6,92.62,3.87
98,49,53,26.87,84.21,6.599,249.08,abaca,0.835,423.37,5.48
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango,0.488,54.19,7.5
79,63,49,25.16,78.28,6.135,151.08,rice,0.559,1.27,0.99
99,34,29,30.44,61.28,7.358,102.25,cassava,0.7,42.88,9.26
31,28,58,29.3,73.59,5.644,130.2,sweet potato,0.704,298.66,10.23
46,36,43,28.64,87.69,5.974,253.54,abaca,0.598,439.85,8.4
108,45,54,28.1,90.66,5.839,219.79,abaca,0.661,219.51,8.9
43,24,58,28.14,66.98,6.369,147.87,sweet potato,0.427,238.69,8.84
69,37,56,28.32,87.78,6.679,235.46,durian,0.803,91.16,2.09
59,50,59,25.17,80.06,6.13,85.6,maize,0.54,111.03,11.94
82,32,63,25.59,65.7,5.889,151.09,pomelo,0.476,149.16,7.77
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango,0.52,76.16,10.62
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram,0.391,249.37,1.95
45,36,47,32.89,75.11,6.709,85.54,papaya,0.679,170.29,9.42
103,42,53,25.56,90.3,5.758,278.71,abaca,0.788,330.76,6.78
65,53,39,25.04,67.99,6.473,89.64,mango,0.659,224.87,9.15
95,28,35,31.17,79.25,6.728,98.82,cassava,0.45,118.98,11.45
58,38,58,24.45,64.73,6.249,123.7,sweet potato,0.459,20.11,12.54
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize,0.657,166.37,8.77
100,26,39,31.23,81.96,6.547,182.62,sweet potato,0.65,248.56,7.98
60,26,53,28.45,75.18,5.807,240.22,rubber,0.728,255.37,4.62
77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,maize,0.502,230.94,3.25
86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,banana,0.814,133.56,8.05
52,35,57,26.98,84.08,6.195,165.21,durian,0.666,343.37,3.94
87,26,32,30.66,74.78,5.892,147.15,cassava,0.438,4.64,8.39
5,55,18,33.50876355,45.70976142,7.322097972000001,126.6738117,pigeonpeas,0.306,248.6,8.2
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice,0.5,36.78,2.61
71,35,56,25.23,70.29,6.442,144.72,sweet potato,0.436,103.15,8.6
91,50,40,30.86,94.26,6.47,204.77,rice,0.469,60.29,0.22
67,27,57,24.59,69.23,5.921,217.84,pomelo,0.753,179.16,5.11
72,43,54,27.17,87.52,5.521,289.04,rubber,0.729,209.53,14.01
106,48,47,28.5,86.54,6.93,157.08,durian,0.667,27.74,5.28
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean,0.428,82.06,6.5
53,50,55,27.57,77.31,6.68,181.41,papaya,0.513,59.11,9.76
96,42,60,27.33,80.16,6.108,276.17,cacao,0.811,415.02,2.46
93,46,48,27.93,72.36,6.624,182.34,durian,0.712,119.3,3.17
76,44,54,27.98,81.06,5.665,167.02,cacao,0.686,120.95,4.44
102,32,64,28.9,89.86,6.006,165.69,cacao,0.824,321.97,4.78
42,34,51,27.48,84.67,6.462,219.91,cacao,0.676,126.23,10.69
103,41,75,29.59,81.82,5.841,184.95,coconut,0.47,84.14,0.45
105,52,47,24.14,77.94,5.973,88.8,papaya,0.714,1.9,9.59
102,59,37,30.82,83.11,5.958,167.41,rice,0.616,89.5,0.88
62,49,48,24.73,82.69,5.998,177.32,papaya,0.636,189.69,2.9
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,banana,0.588,158.16,8.76
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,watermelon,0.51,64.1,3.09
40,38,45,24.25,78.03,6.602,160.53,pomelo,0.75,41.97,0.12
72,31,44,27.25,78.54,7.422,148.21,mango,0.575,161.73,10.44
48,36,52,28.4,80.6,5.908,245.11,abaca,0.644,355.24,16.79
80,59,64,27.66,79.46,6.48,73.1,banana,0.681,95.58,2.15
58,71,15,27.82592799,67.58618829999999,6.919243702,74.01229707,blackgram,0.318,245.14,7.69
55,78,21,33.39438752,62.93692886,6.602888248999999,63.57445989,blackgram,0.601,124.04,1.59
49,48,50,27.5,83.68,5.669,228.03,abaca,0.767,117.94,3.18
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram,0.566,202.78,7.01
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,banana,0.626,201.71,7.51
38,38,58,31.83,73.91,6.72,163.28,papaya,0.517,66.52,1.09
84,36,45,24.45,73.14,6.806,111.35,sweet potato,0.508,281.84,6.0
90,36,48,26.36,74.36,6.724,158.79,cassava,0.439,190.91,8.26
102,50,47,25.3,76.75,5.825,80.67,maize,0.473,236.76,11.61
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,blackgram,0.469,119.91,4.43
78,39,54,24.52,84.85,5.598,128.83,maize,0.743,59.8,1.71
79,20,44,31.7,60.61,7.168,94.03,cassava,0.66,182.44,1.98
77,57,41,25.69,65.09,6.808,126.81,papaya,0.559,152.34,8.32
32,22,46,32.91,66.0,7.25,156.66,cassava,0.477,183.53,1.25
90,86,55,27.96236771,84.15403614,5.644486582000001,97.55986676,banana,0.708,144.87,7.94
94,49,47,26.38,88.04,6.083,221.72,abaca,0.755,137.3,8.59
1,76,19,24.18553163,46.68746847,6.6695294160000005,177.3377996,pigeonpeas,0.554,119.66,6.69
80,44,49,25.95,90.65,6.673,227.01,abaca,0.752,422.96,17.43
34,47,19,27.31372793,85.44815232,6.568795403999999,53.15223123,mungbean,0.441,26.75,9.36
39,21,42,29.35,78.49,7.267,96.04,cassava,0.469,83.81,0.5
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango,0.363,190.37,1.35
71,26,65,25.94,76.8,6.678,98.51,mango,0.373,95.2,10.84
62,28,48,27.81,67.94,7.204,135.38,cassava,0.601,224.26,10.82
47,37,55,25.88,75.33,5.148,201.03,rubber,0.648,208.06,12.46
62,37,45,30.05,58.14,7.415,145.98,mango,0.412,43.1,6.15
34,48,48,41.04224355,91.37258067,6.805277038,181.527598,papaya,0.546,183.62,1.31
64,43,62,26.94,68.88,6.423,152.28,pomelo,0.694,193.55,7.28
86,56,44,31.26,58.61,5.951,37.37,maize,0.467,193.29,6.22
60,47,51,26.44,76.48,5.864,237.51,durian,0.671,95.61,4.01
87,26,32,30.66,74.78,5.892,147.15,cassava,0.438,4.64,8.39
48,49,39,31.98,72.79,6.166,90.7,maize,0.628,0.8,7.44
89,51,64,30.69,80.78,6.435,165.36,rice,0.577,31.64,2.06
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas,0.463,76.28,10.11
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean,0.641,231.42,8.42
44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,blackgram,0.608,58.08,4.71
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,mango,0.423,132.52,11.57
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya,0.703,68.72,6.79
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas,0.628,40.08,11.79
35,25,64,29.95,70.81,5.946,225.72,coconut,0.645,98.98,6.85
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean,0.303,13.21,5.32
58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,blackgram,0.552,91.34,2.02
56,76,16,28.27265858,61.18956161,7.5131510760000015,63.29900785,blackgram,0.461,11.84,4.44
82,30,59,26.56,76.83,5.98,233.71,coconut,0.626,38.07,6.13
109,34,57,29.15,79.58,6.252,270.3,rubber,0.599,298.45,5.77
95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,watermelon,0.538,15.63,7.84
44,31,44,24.92,71.86,6.814,120.78,pomelo,0.492,15.42,11.95
43,27,61,25.86,83.9,5.924,280.23,rubber,0.806,229.88,11.81
85,38,48,27.45,88.75,5.656,309.93,abaca,0.606,185.78,13.09
66,37,50,29.68,72.75,6.694,67.05,maize,0.555,26.06,4.61
27,64,21,32.84213012,68.68401492,7.543804222999999,73.67166182,blackgram,0.512,35.57,3.7
107,43,52,26.07,87.84,6.296,183.11,abaca,0.857,95.33,17.52
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram,0.645,0.48,9.57
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,0.557,12.26,3.99
68,57,43,24.94,76.73,6.483,72.01,maize,0.382,21.41,10.73
64,33,42,30.42,77.85,5.85,219.64,pomelo,0.483,170.66,3.03
102,61,67,29.74,83.25,5.912,192.46,banana,0.75,17.41,2.5
105,32,67,30.24,77.75,5.855,243.02,durian,0.814,290.81,2.66
75,70,43,25.92,87.98,6.477,229.35,rice,0.526,0.99,0.68
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,banana,0.825,175.3,4.42
91,46,65,27.16,81.89,5.644,213.13,cacao,0.671,459.15,3.42
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize,0.444,205.78,6.5
46,69,59,27.15,71.44,7.165,120.21,watermelon,0.402,49.01,2.97
104,54,60,32.3,69.16,5.523,73.17,maize,0.368,9.07,3.31
55,37,54,29.42,84.49,5.373,183.52,rubber,0.752,280.5,17.24
13,67,18,30.5753044,34.75591197,5.384762927000001,177.5764304,pigeonpeas,0.452,67.7,7.29
104,39,55,24.12,84.88,6.615,162.1,pomelo,0.765,38.97,2.27
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,blackgram,0.641,20.22,6.66
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango,0.656,182.38,0.92
94,40,48,27.97,60.87,5.817,47.69,maize,0.493,189.37,3.32
61,46,46,24.91,83.83,6.099,307.12,abaca,0.648,113.78,7.78
26,18,30,32.06097197,51.08494181,6.336234623999999,96.59816497,mango,0.476,2.04,11.2
75,44,52,28.11,83.74,6.082,250.39,abaca,0.815,320.81,12.23
38,44,59,30.67,85.06,7.007,187.71,coconut,0.602,39.95,1.0
60,27,39,27.94,61.07,6.835,150.04,mango,0.473,46.67,10.06
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean,0.517,183.54,5.97
99,38,43,24.54,82.79,6.5,218.43,abaca,0.755,110.03,9.78
88,70,36,28.18,92.27,6.483,258.58,rice,0.555,32.32,1.92
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize,0.37,37.12,11.17
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,0.549,18.26,3.16
56,45,47,28.42,79.27,5.898,102.76,papaya,0.567,73.72,6.76
87,33,41,30.87,86.23,5.633,181.26,rubber,0.758,353.51,5.05
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,0.716,9.61,2.16
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango,0.578,61.83,6.8
68,45,39,24.32,82.13,5.606,242.36,abaca,0.604,332.58,6.53
17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas,0.464,279.36,9.95
107,47,64,26.48,80.47,6.64,178.99,cacao,0.728,322.56,11.69
